lead_id,campaign_id,created_date,stage,deal_value_zar,closed_date
LD004823,CMP0017,2026-04-15,lost,,2026-05-28
LD004824,CMP0017,2026-04-15,LOST,,2026-05-08
LD004825,CMP0017,2026-04-15,new,,
LD004826,CMP0017,2026-04-15,won,269500.0,2026-05-31
LD004827,CMP0017,2026-04-15,lost,,2026-05-28
LD004828,CMP0017,2026-04-15,Qualified,,
LD004829,CMP0017,2026-04-15,qualified,,
LD004830,CMP0017,2026-04-15,New,,
LD004831,CMP0017,2026-04-15,new,,
LD004832,CMP0017,2026-04-16,qualified,,
LD004833,CMP0017,2026-04-16,New,,
LD004834,CMP0017,2026-04-16,new,,
LD004835,CMP0017,2026-04-16,Qualified,,
LD004836,CMP0017,2026-04-16,Proposal,,
LD004837,CMP0017,2026-04-16,Proposal,,
LD004838,CMP0017,2026-04-16,proposal ,,
LD004839,CMP0017,2026-04-16,Qualified,,
LD004840,CMP0017,2026-04-16,Won ,210200.0,2026-06-10
LD004841,CMP0017,2026-04-16,NEW ,,
LD004842,CMP0017,2026-04-16,Lost,,2026-05-02
LD004843,CMP0017,2026-04-16,New,,
LD004844,CMP0017,2026-04-16,qualified,,
LD004845,CMP0017,2026-04-17,Qualified,,
LD004846,CMP0017,2026-04-17,proposal ,,
LD004847,CMP0017,2026-04-17,qualified,,
LD004848,CMP0017,2026-04-17,Lost,,2026-05-09
LD004849,CMP0017,2026-04-17,new,,
LD004850,CMP0017,2026-04-17,New,,
LD004851,CMP0017,2026-04-17,Qualified,,
LD004852,CMP0017,2026-04-17,lost,,2026-05-10
LD004853,CMP0017,2026-04-17,NEW ,,
LD004854,CMP0017,2026-04-17,Qualified,,
LD004855,CMP0017,2026-04-18,new,,
LD004856,CMP0017,2026-04-18,qualified,,
LD004857,CMP0017,2026-04-18,Proposal,,
LD004858,CMP0017,2026-04-18,Lost,,2026-05-19
LD004859,CMP0017,2026-04-18,WON,132900.0,2026-06-12
LD004860,CMP0017,2026-04-18,NEW ,,
LD004861,CMP0017,2026-04-18,LOST,,2026-05-26
LD004862,CMP0017,2026-04-18,New,,
LD004863,CMP0017,2026-04-18,New,,
LD004864,CMP0017,2026-04-18,Lost,,2026-05-06
LD004865,CMP0017,2026-04-18,new,,
LD004866,CMP0017,2026-04-18,new,,
LD004867,CMP0017,2026-04-19,proposal ,,
LD004868,CMP0017,2026-04-19,qualified,,
LD004869,CMP0017,2026-04-19,qualified,,
LD004870,CMP0017,2026-04-19,NEW ,,
LD004871,CMP0017,2026-04-19,new,,
LD004872,CMP0017,2026-04-19,Lost,,2026-06-02
LD004873,CMP0017,2026-04-20,new,,
LD004874,CMP0017,2026-04-20,LOST,,2026-05-23
LD004875,CMP0017,2026-04-20,LOST,,2026-04-30
LD004876,CMP0017,2026-04-20,proposal ,,
LD004877,CMP0017,2026-04-20,NEW ,,
LD004878,CMP0017,2026-04-20,new,,
LD004879,CMP0017,2026-04-20,qualified,,
LD004880,CMP0017,2026-04-20,lost,,2026-04-27
LD004881,CMP0017,2026-04-20,Won,181100.0,2026-05-24
LD004882,CMP0017,2026-04-21,Lost,,2026-05-31
LD004883,CMP0017,2026-04-21,qualified,,
LD004884,CMP0017,2026-04-21,New,,
LD004885,CMP0017,2026-04-21,Lost,,2026-06-01
LD004886,CMP0017,2026-04-21,proposal ,,
LD004887,CMP0017,2026-04-21,WON,266700.0,2026-05-11
LD004888,CMP0017,2026-04-21,NEW ,,
LD004889,CMP0017,2026-04-21,qualified,,
LD004890,CMP0017,2026-04-22,New,,
LD004891,CMP0017,2026-04-22,lost,,2026-05-19
LD004892,CMP0017,2026-04-22,Proposal,,
LD004893,CMP0017,2026-04-22,Won,195100.0,2026-06-18
LD004894,CMP0017,2026-04-22,NEW ,,
LD004895,CMP0017,2026-04-22,New,,
LD004896,CMP0017,2026-04-22,new,,
LD004897,CMP0017,2026-04-22,LOST,,2026-05-11
LD004898,CMP0017,2026-04-22,proposal ,,
LD004899,CMP0017,2026-04-22,lost,,2026-05-31
LD004900,CMP0017,2026-04-22,WON,210600.0,2026-06-01
LD004901,CMP0017,2026-04-22,Qualified,,
LD004902,CMP0017,2026-04-22,qualified,,
LD004903,CMP0017,2026-04-22,lost,,2026-05-23
LD004904,CMP0017,2026-04-22,qualified,,
LD004905,CMP0017,2026-04-23,Lost,,2026-06-06
LD004906,CMP0017,2026-04-23,Qualified,,
LD004907,CMP0017,2026-04-23,Qualified,,
LD004908,CMP0017,2026-04-23,New,,
LD004909,CMP0017,2026-04-23,lost,,2026-05-17
LD004910,CMP0017,2026-04-23,new,,
LD004911,CMP0017,2026-04-23,LOST,,2026-05-23
LD004912,CMP0017,2026-04-23,LOST,,2026-05-05
LD004913,CMP0017,2026-04-23,new,,
LD004914,CMP0017,2026-04-23,Qualified,,
LD004915,CMP0017,2026-04-23,NEW ,,
LD004916,CMP0017,2026-04-23,LOST,,2026-05-15
LD004917,CMP0017,2026-04-23,LOST,,2026-06-03
LD004918,CMP0017,2026-04-23,LOST,,2026-05-02
LD004919,CMP0017,2026-04-23,new,,
LD004920,CMP0017,2026-04-24,new,,
LD004921,CMP0017,2026-04-24,Qualified,,
LD004922,CMP0017,2026-04-24,Lost,,2026-05-26
LD004923,CMP0017,2026-04-24,new,,
LD004924,CMP0017,2026-04-24,new,,
LD004925,CMP0017,2026-04-24,Qualified,,
LD004926,CMP0017,2026-04-24,Lost,,2026-06-07
LD004927,CMP0017,2026-04-24,new,,
LD004928,CMP0017,2026-04-24,new,,
LD004929,CMP0017,2026-04-24,qualified,,
LD004930,CMP0017,2026-04-24,NEW ,,
LD004931,CMP0017,2026-04-25,LOST,,2026-06-07
LD004932,CMP0017,2026-04-25,LOST,,2026-05-26
LD004933,CMP0017,2026-04-25,Lost,,2026-06-08
LD004934,CMP0017,2026-04-25,Lost,,2026-05-11
LD004935,CMP0017,2026-04-25,qualified,,
LD004936,CMP0017,2026-04-25,Proposal,,
LD004937,CMP0017,2026-04-25,New,,
LD004938,CMP0017,2026-04-25,Qualified,,
LD004939,CMP0017,2026-04-25,new,,
LD004940,CMP0017,2026-04-25,new,,
LD004941,CMP0017,2026-04-25,WON,260600.0,2026-05-21
LD004942,CMP0017,2026-04-25,NEW ,,
LD004943,CMP0017,2026-04-25,Qualified,,
LD004944,CMP0017,2026-04-25,qualified,,
LD004945,CMP0017,2026-04-25,Qualified,,
LD004946,CMP0017,2026-04-25,new,,
LD004947,CMP0017,2026-04-26,Lost,,2026-05-16
LD004948,CMP0017,2026-04-26,lost,,2026-06-08
LD004949,CMP0017,2026-04-26,Lost,,2026-05-03
LD004950,CMP0017,2026-04-26,proposal ,,
LD004951,CMP0017,2026-04-26,Qualified,,
LD004952,CMP0017,2026-04-26,qualified,,
LD004953,CMP0017,2026-04-26,LOST,,2026-05-26
LD004954,CMP0017,2026-04-26,NEW ,,
LD004955,CMP0017,2026-04-26,new,,
LD004956,CMP0017,2026-04-26,NEW ,,
LD004957,CMP0017,2026-04-26,lost,,2026-05-03
LD004958,CMP0017,2026-04-27,New,,
LD004959,CMP0017,2026-04-27,NEW ,,
LD004960,CMP0017,2026-04-27,Lost,,2026-05-05
LD004961,CMP0017,2026-04-27,LOST,,2026-05-10
LD004962,CMP0017,2026-04-27,qualified,,
LD004963,CMP0017,2026-04-27,qualified,,
LD004964,CMP0017,2026-04-27,New,,
LD004965,CMP0017,2026-04-27,qualified,,
LD004966,CMP0017,2026-04-27,LOST,,2026-05-31
LD004967,CMP0017,2026-04-27,Qualified,,
LD004968,CMP0017,2026-04-27,Lost,,2026-05-22
LD004969,CMP0017,2026-04-28,LOST,,2026-05-19
LD004970,CMP0017,2026-04-28,NEW ,,
LD004971,CMP0017,2026-04-28,New,,
LD004972,CMP0017,2026-04-28,NEW ,,
LD004973,CMP0017,2026-04-28,LOST,,2026-06-05
LD004974,CMP0017,2026-04-28,qualified,,
LD004975,CMP0017,2026-04-28,NEW ,,
LD004976,CMP0017,2026-04-28,LOST,,2026-05-29
LD004977,CMP0017,2026-04-28,Lost,,2026-05-12
LD004978,CMP0017,2026-04-28,Qualified,,
LD004979,CMP0017,2026-04-28,lost,,2026-05-07
LD004980,CMP0017,2026-04-28,qualified,,
LD004981,CMP0017,2026-04-28,Qualified,,
LD004982,CMP0017,2026-04-28,lost,,2026-05-07
LD004983,CMP0017,2026-04-28,NEW ,,
LD004984,CMP0017,2026-04-29,LOST,,2026-06-08
LD004985,CMP0017,2026-04-29,LOST,,2026-05-06
LD004986,CMP0017,2026-04-29,LOST,,2026-05-19
LD004987,CMP0017,2026-04-29,Lost,,2026-06-11
LD004988,CMP0017,2026-04-29,lost,,2026-05-13
LD004989,CMP0017,2026-04-29,Lost,,2026-05-31
LD004990,CMP0017,2026-04-29,Won ,277600.0,2026-05-23
LD004991,CMP0017,2026-04-29,qualified,,
LD004992,CMP0017,2026-04-29,lost,,2026-05-16
LD004993,CMP0017,2026-04-29,Lost,,2026-05-13
LD004994,CMP0017,2026-04-29,Lost,,2026-06-08
LD004995,CMP0017,2026-04-30,NEW ,,
LD004996,CMP0017,2026-04-30,LOST,,2026-06-02
LD004997,CMP0017,2026-04-30,qualified,,
LD004998,CMP0017,2026-04-30,New,,
LD004999,CMP0017,2026-04-30,new,,
LD005000,CMP0017,2026-04-30,new,,
LD005001,CMP0017,2026-04-30,proposal ,,
LD005002,CMP0017,2026-04-30,LOST,,2026-05-18
LD005003,CMP0017,2026-04-30,new,,
LD005004,CMP0017,2026-04-30,Proposal,,
LD005005,CMP0017,2026-04-30,Qualified,,
LD005006,CMP0017,2026-04-30,new,,
LD005007,CMP0017,2026-05-01,Lost,,2026-05-09
LD005008,CMP0017,2026-05-01,new,,
LD005009,CMP0017,2026-05-01,new,,
LD005010,CMP0017,2026-05-01,new,,
LD005011,CMP0017,2026-05-01,NEW ,,
LD005012,CMP0017,2026-05-01,NEW ,,
LD005013,CMP0017,2026-05-01,proposal ,,
LD005014,CMP0017,2026-05-02,qualified,,
LD005015,CMP0017,2026-05-02,Lost,,2026-06-06
LD005016,CMP0017,2026-05-02,Lost,,2026-06-09
LD005017,CMP0017,2026-05-02,Qualified,,
LD005018,CMP0017,2026-05-02,Lost,,2026-06-11
LD005019,CMP0017,2026-05-02,qualified,,
LD005020,CMP0017,2026-05-02,lost,,2026-06-09
LD005021,CMP0017,2026-05-02,new,,
LD005022,CMP0017,2026-05-02,Qualified,,
LD005023,CMP0017,2026-05-02,LOST,,2026-05-24
LD005024,CMP0017,2026-05-03,lost,,2026-05-30
LD005025,CMP0017,2026-05-03,NEW ,,
LD005026,CMP0017,2026-05-03,new,,
LD005027,CMP0017,2026-05-03,Qualified,,
LD005028,CMP0017,2026-05-03,qualified,,
LD005029,CMP0017,2026-05-03,New,,
LD005030,CMP0017,2026-05-03,new,,
LD005031,CMP0017,2026-05-03,LOST,,2026-05-21
LD005032,CMP0017,2026-05-03,Lost,,2026-06-16
LD005033,CMP0017,2026-05-03,Lost,,2026-05-20
LD005034,CMP0017,2026-05-04,new,,
LD005035,CMP0017,2026-05-04,NEW ,,
LD005036,CMP0017,2026-05-04,qualified,,
LD005037,CMP0017,2026-05-04,LOST,,2026-06-12
LD005038,CMP0017,2026-05-04,Qualified,,
LD005039,CMP0017,2026-05-04,new,,
LD005040,CMP0017,2026-05-04,LOST,,2026-06-16
LD005041,CMP0017,2026-05-04,Lost,,2026-05-18
LD005042,CMP0017,2026-05-04,Qualified,,
LD005043,CMP0017,2026-05-04,lost,,2026-05-11
LD005044,CMP0017,2026-05-04,Won ,176400.0,2026-05-29
LD005045,CMP0017,2026-05-04,NEW ,,
LD005046,CMP0017,2026-05-04,lost,,2026-05-22
LD005047,CMP0017,2026-05-04,NEW ,,
LD005048,CMP0017,2026-05-04,New,,
LD005049,CMP0017,2026-05-05,Lost,,2026-06-09
LD005050,CMP0017,2026-05-05,proposal ,,
LD005051,CMP0017,2026-05-05,qualified,,
LD005052,CMP0017,2026-05-05,Lost,,2026-06-15
LD005053,CMP0017,2026-05-05,Lost,,2026-05-23
LD005054,CMP0017,2026-05-05,New,,
LD005055,CMP0017,2026-05-05,LOST,,2026-06-02
LD005056,CMP0017,2026-05-05,Qualified,,
LD005057,CMP0017,2026-05-05,New,,
LD005058,CMP0017,2026-05-06,NEW ,,
LD005059,CMP0017,2026-05-06,lost,,2026-05-22
LD005060,CMP0017,2026-05-06,Qualified,,
LD005061,CMP0017,2026-05-06,Lost,,2026-06-07
LD005062,CMP0017,2026-05-06,Qualified,,
LD005063,CMP0017,2026-05-06,Lost,,2026-06-06
LD005064,CMP0017,2026-05-06,won,187600.0,2026-06-27
LD005065,CMP0017,2026-05-06,qualified,,
LD005066,CMP0017,2026-05-06,LOST,,2026-06-16
LD005067,CMP0017,2026-05-06,new,,
LD005068,CMP0017,2026-05-06,lost,,2026-05-24
LD005069,CMP0017,2026-05-06,new,,
LD005070,CMP0017,2026-05-06,new,,
LD005071,CMP0017,2026-05-06,Qualified,,
LD005072,CMP0017,2026-05-06,Qualified,,
LD005073,CMP0017,2026-05-07,NEW ,,
LD005074,CMP0017,2026-05-07,LOST,,2026-06-03
LD005075,CMP0017,2026-05-07,Won ,218200.0,2026-06-10
LD005076,CMP0017,2026-05-07,NEW ,,
LD005077,CMP0017,2026-05-07,new,,
LD005078,CMP0017,2026-05-07,Qualified,,
LD005079,CMP0017,2026-05-07,Qualified,,
LD005080,CMP0017,2026-05-07,NEW ,,
LD005081,CMP0017,2026-05-08,Lost,,2026-06-05
LD005082,CMP0017,2026-05-08,Proposal,,
LD005083,CMP0017,2026-05-08,new,,
LD005084,CMP0017,2026-05-08,New,,
LD005085,CMP0017,2026-05-08,qualified,,
LD005086,CMP0017,2026-05-08,lost,,2026-06-18
LD005087,CMP0017,2026-05-08,qualified,,
LD005088,CMP0017,2026-05-08,Won ,278200.0,2026-06-05
LD005089,CMP0017,2026-05-08,LOST,,2026-06-16
LD005090,CMP0017,2026-05-08,qualified,,
LD005091,CMP0017,2026-05-08,Lost,,2026-05-31
LD005092,CMP0017,2026-05-08,NEW ,,
LD005093,CMP0017,2026-05-08,Lost,,2026-05-29
LD005094,CMP0017,2026-05-08,Qualified,,
LD005095,CMP0017,2026-05-09,NEW ,,
LD005096,CMP0017,2026-05-09,NEW ,,
LD005097,CMP0017,2026-05-09,new,,
LD005098,CMP0017,2026-05-09,lost,,2026-05-28
LD005099,CMP0017,2026-05-09,New,,
LD005100,CMP0017,2026-05-10,Qualified,,
LD005101,CMP0017,2026-05-10,Lost,,2026-05-19
LD005102,CMP0017,2026-05-10,new,,
LD005103,CMP0017,2026-05-10,Lost,,2026-05-25
LD005104,CMP0017,2026-05-10,LOST,,2026-05-18
LD005105,CMP0017,2026-05-10,lost,,2026-06-23
LD005106,CMP0017,2026-05-10,New,,
LD005107,CMP0017,2026-05-10,NEW ,,
LD005108,CMP0017,2026-05-11,New,,
LD005109,CMP0017,2026-05-11,New,,
LD005110,CMP0017,2026-05-11,Lost,,2026-06-17
LD005111,CMP0017,2026-05-11,New,,
LD005112,CMP0017,2026-05-11,qualified,,
LD005113,CMP0017,2026-05-11,Lost,,2026-06-20
LD005114,CMP0017,2026-05-11,lost,,2026-05-18
LD005115,CMP0017,2026-05-11,Won ,386400.0,2026-06-28
LD005116,CMP0017,2026-05-11,Lost,,2026-05-30
LD005117,CMP0017,2026-05-11,lost,,2026-06-15
LD005118,CMP0017,2026-05-11,new,,
LD005119,CMP0017,2026-05-11,Qualified,,
LD005120,CMP0017,2026-05-11,Won,246600.0,2026-06-27
LD005121,CMP0017,2026-05-12,Lost,,2026-06-15
LD005122,CMP0017,2026-05-12,Lost,,2026-06-05
LD005123,CMP0017,2026-05-12,lost,,2026-05-28
LD005124,CMP0017,2026-05-12,Lost,,2026-05-31
LD005125,CMP0017,2026-05-12,new,,
LD005126,CMP0017,2026-05-12,NEW ,,
LD005127,CMP0017,2026-05-12,new,,
LD005128,CMP0017,2026-05-13,NEW ,,
LD005129,CMP0017,2026-05-13,Lost,,2026-06-02
LD005130,CMP0017,2026-05-13,LOST,,2026-06-10
LD005131,CMP0017,2026-05-13,Qualified,,
LD005132,CMP0017,2026-05-13,Won,277000.0,2026-05-31
LD005133,CMP0017,2026-05-13,lost,,2026-06-12
LD005134,CMP0017,2026-05-13,LOST,,2026-06-04
LD005135,CMP0017,2026-05-13,Lost,,2026-06-04
LD005136,CMP0017,2026-05-13,lost,,2026-06-14
LD005137,CMP0017,2026-05-13,proposal ,,
LD005138,CMP0017,2026-05-13,lost,,2026-06-19
LD005139,CMP0017,2026-05-14,new,,
LD005140,CMP0017,2026-05-14,New,,
LD005141,CMP0017,2026-05-14,Won ,175700.0,2026-07-05
LD005142,CMP0017,2026-05-14,lost,,2026-06-01
LD005143,CMP0017,2026-05-14,Lost,,2026-06-14
LD005144,CMP0017,2026-05-14,NEW ,,
LD005145,CMP0017,2026-05-14,proposal ,,
LD005146,CMP0017,2026-05-14,NEW ,,
LD005147,CMP0017,2026-05-14,New,,
LD005148,CMP0017,2026-05-14,Lost,,2026-06-01
LD005149,CMP0017,2026-05-14,NEW ,,
LD005150,CMP0017,2026-05-14,Qualified,,
LD005151,CMP0017,2026-05-14,LOST,,2026-06-15
LD005152,CMP0017,2026-05-14,lost,,2026-06-07
LD005153,CMP0017,2026-05-14,new,,
LD005154,CMP0017,2026-05-14,new,,
LD005155,CMP0017,2026-05-14,Proposal,,
LD005156,CMP0017,2026-05-15,LOST,,2026-06-18
LD005157,CMP0017,2026-05-15,Lost,,2026-05-29
LD005158,CMP0017,2026-05-15,new,,
LD005159,CMP0017,2026-05-15,Won,426600.0,2026-06-24
LD005160,CMP0017,2026-05-15,Lost,,2026-05-29
LD005161,CMP0017,2026-05-15,proposal ,,
LD005162,CMP0017,2026-05-15,qualified,,
LD005163,CMP0017,2026-05-16,LOST,,2026-05-29
LD005164,CMP0017,2026-05-16,Qualified,,
LD005165,CMP0017,2026-05-16,Lost,,2026-06-12
LD005166,CMP0017,2026-05-16,lost,,2026-06-17
LD005167,CMP0017,2026-05-16,won,200000.0,2026-06-20
LD005168,CMP0017,2026-05-16,lost,,2026-05-26
LD005169,CMP0017,2026-05-16,New,,
LD005170,CMP0017,2026-05-16,Qualified,,
LD005171,CMP0017,2026-05-16,LOST,,2026-06-05
LD005172,CMP0017,2026-05-17,New,,
LD005173,CMP0017,2026-05-17,proposal ,,
LD005174,CMP0017,2026-05-17,new,,
LD005175,CMP0017,2026-05-17,Lost,,2026-06-20
LD005176,CMP0017,2026-05-17,NEW ,,
LD005177,CMP0017,2026-05-17,qualified,,
LD005178,CMP0017,2026-05-17,Qualified,,
LD005179,CMP0017,2026-05-17,new,,
LD005180,CMP0017,2026-05-17,NEW ,,
LD005181,CMP0017,2026-05-17,new,,
LD005182,CMP0017,2026-05-17,qualified,,
LD005183,CMP0017,2026-05-17,Lost,,2026-06-18
LD005184,CMP0017,2026-05-18,New,,
LD005185,CMP0017,2026-05-18,qualified,,
LD005186,CMP0017,2026-05-18,New,,
LD005187,CMP0017,2026-05-18,qualified,,
LD005188,CMP0017,2026-05-18,Qualified,,
LD005189,CMP0017,2026-05-18,New,,
LD005190,CMP0017,2026-05-18,Lost,,2026-06-14
LD005191,CMP0017,2026-05-18,NEW ,,
LD005192,CMP0017,2026-05-18,New,,
LD005193,CMP0017,2026-05-18,new,,
LD005194,CMP0017,2026-05-18,New,,
LD005195,CMP0017,2026-05-18,Lost,,2026-06-28
LD005196,CMP0017,2026-05-18,LOST,,2026-06-15
LD005197,CMP0017,2026-05-19,New,,
LD005198,CMP0017,2026-05-19,Qualified,,
LD005199,CMP0017,2026-05-19,qualified,,
LD005200,CMP0017,2026-05-19,Proposal,,
LD005201,CMP0017,2026-05-19,New,,
LD005202,CMP0017,2026-05-19,Lost,,2026-06-11
LD005203,CMP0017,2026-05-19,NEW ,,
LD005204,CMP0017,2026-05-19,qualified,,
LD005205,CMP0017,2026-05-19,New,,
LD005206,CMP0017,2026-05-19,LOST,,2026-06-04
LD005207,CMP0017,2026-05-19,Lost,,2026-06-05
LD005208,CMP0017,2026-05-20,qualified,,
LD005209,CMP0017,2026-05-20,NEW ,,
LD005210,CMP0017,2026-05-20,Lost,,2026-06-28
LD005211,CMP0017,2026-05-20,Won,424100.0,2026-06-10
LD005212,CMP0017,2026-05-20,New,,
LD005213,CMP0017,2026-05-20,New,,
LD005214,CMP0017,2026-05-20,lost,,2026-06-16
LD005215,CMP0017,2026-05-20,Lost,,2026-05-29
LD005216,CMP0017,2026-05-20,Qualified,,
LD005217,CMP0017,2026-05-20,lost,,2026-06-27
LD005218,CMP0017,2026-05-20,qualified,,
LD005219,CMP0017,2026-05-21,new,,
LD005220,CMP0017,2026-05-21,won,310800.0,2026-07-09
LD005221,CMP0017,2026-05-21,qualified,,
LD005222,CMP0017,2026-05-21,NEW ,,
LD005223,CMP0017,2026-05-21,lost,,2026-07-03
LD005224,CMP0017,2026-05-21,LOST,,2026-05-31
LD005225,CMP0017,2026-05-21,Lost,,2026-07-01
LD005226,CMP0017,2026-05-21,LOST,,2026-06-08
LD005227,CMP0017,2026-05-21,lost,,2026-06-28
LD005228,CMP0017,2026-05-21,Qualified,,
LD005229,CMP0017,2026-05-21,qualified,,
LD005230,CMP0017,2026-05-21,lost,,2026-06-26
LD005231,CMP0017,2026-05-22,Lost,,2026-05-31
LD005232,CMP0017,2026-05-22,Qualified,,
LD005233,CMP0017,2026-05-22,lost,,2026-06-16
LD005234,CMP0017,2026-05-22,qualified,,
LD005235,CMP0017,2026-05-22,lost,,2026-07-02
LD005236,CMP0017,2026-05-22,lost,,2026-06-04
LD005237,CMP0017,2026-05-22,Qualified,,
LD005238,CMP0017,2026-05-22,qualified,,
LD005239,CMP0017,2026-05-23,Proposal,,
LD005240,CMP0017,2026-05-23,lost,,2026-06-05
LD005241,CMP0017,2026-05-23,LOST,,2026-06-28
LD005242,CMP0017,2026-05-23,lost,,2026-06-17
LD005243,CMP0017,2026-05-23,qualified,,
LD005244,CMP0017,2026-05-23,LOST,,2026-06-01
LD005245,CMP0017,2026-05-23,lost,,2026-06-19
LD005246,CMP0017,2026-05-23,new,,
LD005247,CMP0017,2026-05-23,new,,
LD005248,CMP0017,2026-05-23,Qualified,,
LD005249,CMP0017,2026-05-24,Proposal,,
LD005250,CMP0017,2026-05-24,LOST,,2026-06-03
LD005251,CMP0017,2026-05-24,qualified,,
LD005252,CMP0017,2026-05-24,NEW ,,
LD005253,CMP0017,2026-05-24,Proposal,,
LD005254,CMP0017,2026-05-24,LOST,,2026-06-15
LD005255,CMP0017,2026-05-24,NEW ,,
LD005256,CMP0017,2026-05-24,lost,,2026-07-07
LD005257,CMP0017,2026-05-24,Lost,,2026-07-03
LD005258,CMP0017,2026-05-25,qualified,,
LD005259,CMP0017,2026-05-25,Lost,,2026-07-08
LD005260,CMP0017,2026-05-25,qualified,,
LD005261,CMP0017,2026-05-25,Qualified,,
LD005262,CMP0017,2026-05-25,lost,,2026-07-01
LD005263,CMP0017,2026-05-25,Lost,,2026-06-22
LD005264,CMP0017,2026-05-25,Qualified,,
LD005265,CMP0017,2026-05-25,lost,,2026-06-06
LD005266,CMP0017,2026-05-25,proposal ,,
LD005267,CMP0017,2026-05-25,lost,,2026-07-02
LD005268,CMP0017,2026-05-25,proposal ,,
LD005269,CMP0017,2026-05-25,qualified,,
LD005270,CMP0017,2026-05-26,Lost,,2026-06-11
LD005271,CMP0017,2026-05-26,New,,
LD005272,CMP0017,2026-05-26,lost,,2026-06-11
LD005273,CMP0017,2026-05-26,WON,207400.0,2026-07-10
LD005274,CMP0017,2026-05-26,Qualified,,
LD005275,CMP0017,2026-05-26,qualified,,
LD005276,CMP0017,2026-05-26,Won ,212500.0,2026-07-23
LD005277,CMP0017,2026-05-26,Qualified,,
LD005278,CMP0017,2026-05-26,new,,
LD005279,CMP0017,2026-05-27,Lost,,2026-06-16
LD005280,CMP0017,2026-05-27,lost,,2026-06-06
LD005281,CMP0017,2026-05-27,WON,209100.0,2026-06-21
LD005282,CMP0017,2026-05-27,NEW ,,
LD005283,CMP0017,2026-05-27,new,,
LD005284,CMP0017,2026-05-27,lost,,2026-07-08
LD005285,CMP0017,2026-05-27,Lost,,2026-07-06
LD005286,CMP0017,2026-05-27,proposal ,,
LD005287,CMP0017,2026-05-27,qualified,,
LD005288,CMP0017,2026-05-27,LOST,,2026-06-18
LD005289,CMP0017,2026-05-28,Qualified,,
LD005290,CMP0017,2026-05-28,NEW ,,
LD005291,CMP0017,2026-05-28,Lost,,2026-06-12
LD005292,CMP0017,2026-05-28,new,,
LD005293,CMP0017,2026-05-28,Lost,,2026-06-08
LD005294,CMP0017,2026-05-28,lost,,2026-07-10
LD005295,CMP0017,2026-05-28,qualified,,
LD005296,CMP0017,2026-05-28,lost,,2026-07-07
LD005297,CMP0017,2026-05-29,Lost,,2026-06-05
LD005298,CMP0017,2026-05-29,Qualified,,
LD005299,CMP0017,2026-05-29,NEW ,,
LD005300,CMP0017,2026-05-29,won,330200.0,2026-06-12
LD005301,CMP0017,2026-05-29,New,,
LD005302,CMP0017,2026-05-29,New,,
LD005303,CMP0017,2026-05-29,Proposal,,
LD005304,CMP0017,2026-05-29,lost,,2026-07-02
LD005305,CMP0017,2026-05-29,New,,
LD005306,CMP0017,2026-05-29,Lost,,2026-06-19
LD005307,CMP0017,2026-05-29,NEW ,,
LD005308,CMP0017,2026-05-29,qualified,,
LD005309,CMP0017,2026-05-29,Lost,,2026-06-21
LD005310,CMP0017,2026-05-30,qualified,,
LD005311,CMP0017,2026-05-30,New,,
LD005312,CMP0017,2026-05-30,WON,256700.0,2026-06-28
LD005313,CMP0017,2026-05-30,lost,,2026-06-30
LD005314,CMP0017,2026-05-30,new,,
LD005315,CMP0017,2026-05-30,qualified,,
LD005316,CMP0017,2026-05-30,New,,
LD005317,CMP0017,2026-05-30,proposal ,,
LD005318,CMP0017,2026-05-30,NEW ,,
LD005319,CMP0017,2026-05-30,lost,,2026-07-03
LD005320,CMP0017,2026-05-30,New,,
LD005321,CMP0017,2026-05-30,NEW ,,
LD005322,CMP0017,2026-05-30,lost,,2026-07-07
LD005323,CMP0017,2026-05-31,LOST,,2026-06-19
LD005324,CMP0017,2026-05-31,Lost,,2026-06-22
LD005325,CMP0017,2026-05-31,NEW ,,
LD005326,CMP0017,2026-05-31,NEW ,,
LD005327,CMP0017,2026-05-31,qualified,,
LD005328,CMP0017,2026-05-31,Proposal,,
LD005329,CMP0017,2026-05-31,LOST,,2026-06-20
LD005330,CMP0017,2026-06-01,new,,
LD005331,CMP0017,2026-06-01,lost,,2026-06-30
LD005332,CMP0017,2026-06-01,new,,
LD005333,CMP0017,2026-06-01,NEW ,,
LD005334,CMP0017,2026-06-01,New,,
LD005335,CMP0017,2026-06-01,Lost,,2026-07-14
LD005336,CMP0017,2026-06-01,Qualified,,
LD005337,CMP0017,2026-06-01,New,,
LD005338,CMP0018,2026-02-05,Proposal,,
LD005339,CMP0018,2026-02-07,Lost,,2026-03-11
LD005340,CMP0018,2026-02-09,Qualified,,
LD005341,CMP0018,2026-02-09,Qualified,,
LD005342,CMP0018,2026-02-10,proposal ,,
LD005343,CMP0018,2026-02-10,qualified,,
LD005344,CMP0018,2026-02-10,new,,
LD005345,CMP0018,2026-02-10,qualified,,
LD005346,CMP0018,2026-02-10,Qualified,,
LD005347,CMP0018,2026-02-12,Qualified,,
LD005348,CMP0018,2026-02-12,Qualified,,
LD005349,CMP0018,2026-02-13,New,,
LD005350,CMP0018,2026-02-13,new,,
LD005351,CMP0018,2026-02-14,NEW ,,
LD005352,CMP0018,2026-02-16,NEW ,,
LD005353,CMP0018,2026-02-17,lost,,2026-04-02
LD005354,CMP0018,2026-02-17,proposal ,,
