campaign_id,report_date,impressions,clicks,spend_zar
CMP0005,2026-06-27,18636,158,1302.59
CMP0030,2026-02-27,11903,166,1662.7
CMP0008,2026-01-29,32846,336,2417.07
CMP0006,2026-03-17,49441,470,3277.17
CMP0024,2025-12-12,7724,170,3110.03
CMP0030,2026-01-03,11377,149,1128.4
CMP0002,2026-04-03,3329,127,2884.11
CMP0029,2026-02-18,9498,95,1003.13
CMP0031,2026-07-13,16850,173,1441.8
CMP0031,2026-03-17,13348,174,1328.58
CMP0027,2026-02-27,4925,35,2060.16
CMP0022,2026-07-27,8249,118,1344.91
CMP0011,2026-03-31,2039,72,1422.14
CMP0028,2026-05-28,2355,119,3078.06
CMP0023,2026-02-11,1019,37,742.75
CMP0005,2026-06-16,24605,191,1531.54
CMP0021,2026-06-13,3973,28,1006.43
CMP0014,2026-03-06,14139,121,996.88
CMP0023,2026-02-05,1333,45,779.36
CMP0025,2025-11-12,20488,287,2295.75
CMP0026,2026-04-17,2148,47,643.38
CMP0018,2026-03-14,6481,38,2096.07
CMP0005,2026-03-28,13673,149,1156.06
CMP0004,2026-04-21,857,39,871.07
CMP0005,2026-06-20,16181,166,1268.63
CMP0006,2026-02-18,40744,446,3315.91
CMP0016,2026-02-10,3923,149,1890.17
CMP0030,2026-04-01,13434,174,1586.82
CMP0010,2026-06-09,2524,109,2475.76
CMP0003,2026-03-26,8531,45,2904.96
CMP0033,2026-07-14,5380,93,1596.62
CMP0022,2026-08-17,10103,130,1400.37
CMP0015,2026-05-26,32855,382,2896.92
CMP0010,2026-04-04,1765,87,1756.26
CMP0001,2026-05-13,2834,50,632.23
CMP0021,2026-08-28,5018,29,1458.21
CMP0003,2026-04-07,6822,37,2929.37
CMP0005,2026-03-11,18722,168,1474.81
CMP0019,2026-03-14,18349,238,1729.52
CMP0004,2026-07-12,610,27,686.59
CMP0018,2026-02-28,5698,38,1806.4
CMP0031,2026-08-18,14595,160,1323.23
CMP0014,2026-05-31,9302,98,920.36
CMP0014,2026-05-10,13113,101,843.93
CMP0016,2026-04-06,3148,150,2090.85
CMP0033,2026-05-11,6337,118,1526.31
CMP0010,2026-06-24,1529,87,2200.87
CMP0008,2026-03-30,37451,302,2197.28
CMP0004,2026-05-21,1294,57,1049.79
CMP0014,2026-04-23,18340,158,1128.82
CMP0031,2026-07-28,19655,193,1498.77
CMP0031,2026-04-11,10582,149,1209.74
CMP0028,2026-03-05,2250,121,2752.91
CMP0016,2026-01-14,3108,130,1931.36
CMP0023,2026-02-07,801,31,588.04
CMP0019,2026-03-13,22920,314,2309.38
CMP0003,2026-06-26,7988,42,2527.96
CMP0007,2026-02-10,8979,112,1131.56
CMP0015,2026-04-28,29263,363,3081.57
CMP0006,2026-04-05,29079,334,2199.24
CMP0031,2026-05-03,15360,165,1201.02
CMP0004,2026-07-27,745,39,902.08
CMP0030,2026-06-22,12098,174,1560.62
CMP0024,2025-12-14,7480,150,2423.17
CMP0033,2026-03-21,3272,69,1107.61
CMP0012,2026-03-09,1854,75,1239.99
CMP0001,2026-06-17,2132,42,747.25
CMP0026,2026-05-28,3433,56,790.88
CMP0015,2026-04-21,42603,413,2899.35
CMP0025,2025-12-17,21144,245,2135.6
CMP0029,2026-04-07,8727,88,882.13
CMP0027,2026-05-14,8927,45,2378.92
CMP0004,2026-07-24,750,40,960.56
CMP0028,2026-01-07,2467,116,2933.94
CMP0008,2026-01-12,27224,305,2318.37
CMP0023,2025-12-05,845,40,763.21
CMP0004,2026-07-03,1427,67,1040.67
CMP0024,2025-11-07,9795,175,3344.51
CMP0001,2026-06-07,1772,35,569.25
CMP0008,2026-02-04,33527,351,2533.9
CMP0010,2026-06-17,2031,97,2161.55
CMP0031,2026-07-19,11476,128,1064.17
CMP0029,2026-04-27,8422,93,960.34
CMP0029,2026-01-27,7941,85,903.62
CMP0012,2026-01-09,2177,78,1164.03
CMP0009,2026-03-07,25797,249,1564.07
CMP0031,2026-08-20,18985,194,1668.99
CMP0015,2026-03-15,31241,329,2420.0
CMP0033,2026-06-24,5403,108,1654.34
CMP0021,2026-06-03,4634,32,1366.68
CMP0016,2026-04-07,4389,152,2198.15
CMP0005,2026-05-15,26407,219,1795.71
CMP0013,2026-03-02,32501,352,3138.5
CMP0006,2026-03-22,39614,390,2626.92
CMP0010,2026-05-25,2450,102,2316.01
CMP0028,2026-05-13,2219,123,2613.51
CMP0024,2025-12-04,6758,149,2741.82
CMP0005,2026-03-24,17041,194,1667.93
CMP0012,2026-02-11,1693,80,1272.78
CMP0011,2025-12-25,2421,80,1511.43
CMP0029,2026-02-14,5600,60,647.12
CMP0010,2026-05-05,1800,86,2023.31
CMP0023,2025-12-03,922,39,747.05
CMP0008,2026-03-05,35543,357,2519.0
CMP0027,2026-02-11,4876,31,2168.44
CMP0010,2026-06-10,1439,86,2320.47
CMP0017,2026-01-14,14547,306,3271.85
CMP0005,2026-07-15,21520,206,1561.95
CMP0027,2026-01-05,8163,42,2481.21
CMP0023,2026-03-28,818,39,621.24
CMP0028,2026-04-22,2269,109,3122.03
CMP0001,2026-06-24,1896,44,641.99
CMP0009,2025-12-29,16248,227,1709.69
CMP0006,2026-02-27,56776,477,3485.63
CMP0031,2026-05-26,19205,190,1424.94
CMP0004,2026-07-29,796,42,896.55
CMP0026,2026-05-13,1888,44,716.14
CMP0002,2026-04-07,4022,137,2876.94
CMP0004,2026-05-15,1143,63,1012.37
CMP0011,2026-01-11,1186,56,1154.77
CMP0017,2026-01-03,12241,225,2423.67
CMP0024,2025-11-06,7197,164,3331.24
CMP0024,2025-11-10,7767,168,3183.89
CMP0004,2026-05-01,1284,68,984.5
CMP0012,2026-03-17,2472,103,1252.92
CMP0027,2026-04-26,5016,30,1501.14
CMP0004,2026-04-23,1143,47,922.93
CMP0029,2026-03-17,9300,95,902.06
CMP0023,2026-01-06,862,35,902.73
CMP0029,2026-02-20,10169,118,1070.4
CMP0030,2026-05-13,12691,173,1535.01
CMP0026,2026-07-23,1991,41,778.0
CMP0025,2026-01-28,23407,280,2179.57
CMP0027,2026-01-15,3810,25,2034.07
CMP0008,2026-03-27,40621,346,2471.73
CMP0018,2026-03-13,10439,57,2539.65
CMP0017,2026-03-31,13239,270,3117.24
CMP0022,2026-07-05,3295,57,835.53
CMP0026,2026-07-14,1464,34,682.05
CMP0012,2026-02-03,2083,91,1124.83
CMP0006,2026-03-16,46571,420,2998.88
CMP0014,2026-02-06,12016,136,1042.4
CMP0030,2026-02-21,7284,91,1126.96
CMP0008,2026-06-01,39584,368,2620.27
CMP0023,2026-02-26,1029,42,836.43
CMP0003,2026-07-13,6549,45,2972.95
CMP0005,2026-02-12,29168,237,1859.45
CMP0022,2026-08-19,5573,87,1102.43
CMP0014,2026-01-29,15596,164,1184.82
CMP0021,2026-08-20,3790,27,1475.4
CMP0001,2026-07-16,1658,36,648.26
CMP0012,2026-02-04,1838,85,1157.31
CMP0011,2026-03-05,1409,66,1202.24
CMP0008,2026-05-22,42992,394,2620.68
CMP0024,2026-02-11,8564,161,2723.58
CMP0016,2026-01-05,3483,133,2161.82
CMP0011,2026-02-11,1590,75,1511.99
CMP0027,2025-12-15,6308,43,2340.22
CMP0003,2026-07-06,7203,49,2767.14
CMP0029,2026-06-15,9340,99,1049.65
CMP0003,2026-04-11,6525,37,2338.98
CMP0007,2026-01-25,7176,76,824.05
CMP0030,2026-02-25,11812,164,1474.11
CMP0003,2026-06-21,4086,24,1940.4
CMP0027,2026-03-24,4452,27,2280.34
CMP0023,2026-02-13,1285,42,859.8
CMP0003,2026-05-12,5263,29,2642.9
CMP0016,2026-03-25,2429,114,1763.5
CMP0018,2026-02-23,12362,60,2573.26
CMP0016,2026-01-17,2038,92,1522.96
CMP0019,2026-03-04,22796,280,2144.01
CMP0012,2025-11-10,1938,75,1237.39
CMP0033,2026-05-30,3513,70,1152.75
CMP0020,2026-01-19,1629,68,1273.85
CMP0028,2026-07-03,2240,2263,2889.81
CMP0028,2026-02-19,1937,92,2519.81
CMP0004,2026-05-19,1211,61,1011.46
CMP0013,2026-03-18,29756,335,2794.54
CMP0014,2026-01-23,11729,125,1105.76
CMP0003,2026-07-12,4254,30,2292.06
CMP0033,2026-06-07,3730,76,1076.15
CMP0007,2026-02-06,9963,105,1144.76
CMP0005,2026-05-22,23348,215,1706.83
CMP0016,2025-12-11,3541,140,2062.04
CMP0014,2026-03-11,11834,132,1060.49
CMP0019,2026-01-16,21121,246,1872.88
CMP0007,2026-02-21,7508,98,934.66
CMP0003,2026-05-15,5720,39,2445.24
CMP0024,2025-11-26,9264,170,2847.03
CMP0022,2026-06-02,6200,108,1378.32
CMP0022,2026-06-06,4446,83,962.04
CMP0019,2025-12-23,24359,283,2013.65
CMP0028,2026-06-04,2104,112,3160.96
CMP0033,2026-05-24,3419,70,1164.26
CMP0030,2025-12-29,12506,167,1617.7
CMP0030,2026-01-07,15274,179,1601.82
CMP0004,2026-08-15,633,31,714.84
CMP0021,2026-04-08,6376,35,1491.37
CMP0016,2026-02-06,3745,125,2013.58
CMP0022,2026-04-26,7379,99,1015.36
CMP0018,2026-06-05,9361,54,2594.02
CMP0032,2025-12-28,3351,62,1076.31
CMP0026,2026-03-21,1351,32,543.27
CMP0030,2026-02-18,12241,172,1543.71
CMP0027,2026-01-23,9390,47,2110.53
CMP0001,2026-06-08,1958,46,684.82
CMP0027,2025-12-11,5827,31,2498.15
CMP0023,2025-12-04,1232,43,778.96
CMP0015,2026-05-03,27623,302,2226.64
CMP0026,2026-07-03,3320,55,755.19
CMP0009,2026-02-09,25440,264,1804.61
CMP0014,2026-04-06,14696,125,1032.43
CMP0017,2025-12-28,8914,201,2349.07
CMP0021,2026-06-27,6537,33,1103.16
CMP0011,2026-05-26,2490,80,1397.03
CMP0009,2026-02-10,25956,290,2105.38
CMP0028,2026-02-24,2288,126,3073.51
CMP0011,2026-04-14,1815,72,1446.37
CMP0027,2025-12-28,4084,22,1768.53
CMP0024,2026-02-23,6751,151,2996.82
CMP0004,2026-07-07,749,43,864.44
CMP0017,2026-02-21,8011,167,1991.79
CMP0002,2026-05-21,3006,136,3009.31
CMP0009,2026-02-20,22714,308,2076.85
CMP0011,2026-04-13,1387,65,1429.67
CMP0028,2026-04-18,1795,85,2131.71
CMP0031,2026-05-07,13334,164,1405.43
CMP0024,2025-12-24,8714,175,3385.53
CMP0029,2026-03-20,7831,88,917.52
CMP0003,2026-04-28,7365,40,2491.64
CMP0019,2026-01-24,16442,213,1407.67
CMP0029,2025-12-31,9353,97,885.57
CMP0032,2026-01-15,4842,88,1577.01
CMP0021,2026-08-02,3744,19,882.16
CMP0015,2026-03-09,45778,449,3333.75
CMP0009,2026-02-01,16802,211,1539.32
CMP0007,2026-01-16,9612,125,1250.65
CMP0023,2026-02-17,1248,42,742.28
CMP0009,2026-01-23,22669,222,1643.35
CMP0015,2026-03-08,25540,262,2099.39
CMP0013,2026-01-27,33049,325,2661.6
CMP0033,2026-05-21,4359,104,1424.0
CMP0029,2026-05-09,6948,67,654.58
CMP0014,2026-02-20,13959,149,1112.53
CMP0020,2025-12-14,643,33,957.38
CMP0030,2026-02-09,13928,176,1807.94
CMP0027,2026-02-19,4286,4309,2520.3
CMP0003,2026-08-02,2904,17,2047.35
CMP0008,2026-01-30,33218,379,2500.38
CMP0019,2025-12-06,17127,232,1687.86
CMP0003,2026-04-09,7317,48,2903.0
CMP0026,2026-06-19,2114,44,769.31
CMP0005,2026-07-06,22241,222,1847.85
CMP0017,2026-04-11,8839,205,2216.56
CMP0003,2026-06-06,6860,40,2301.97
CMP0020,2025-10-05,1142,51,1070.31
CMP0004,2026-05-22,1099,46,1016.7
CMP0007,2026-02-20,8084,113,1128.13
CMP0030,2026-06-11,11488,149,1497.15
CMP0001,2026-07-31,1958,39,711.52
CMP0025,2025-11-21,28863,318,2428.35
CMP0014,2026-03-25,18745,162,1238.63
CMP0024,2026-01-06,7791,168,2977.1
CMP0008,2026-06-18,44102,374,2633.45
CMP0006,2026-02-25,41732,470,3485.78
CMP0006,2026-03-14,34751,300,2125.56
CMP0018,2026-03-04,8322,40,2352.35
CMP0026,2026-04-25,1781,31,524.73
CMP0002,2026-04-13,2757,128,2983.46
CMP0008,2026-06-02,34417,333,2425.73
CMP0004,2026-05-12,878,41,1025.01
CMP0011,2026-01-29,1826,63,1397.04
CMP0033,2026-05-26,3861,90,1427.51
CMP0008,2026-02-10,33962,290,2213.78
CMP0001,2026-04-13,1856,44,755.24
CMP0019,2026-03-17,21540,258,1952.41
CMP0019,2026-03-10,26968,267,2059.03
CMP0015,2026-03-18,30294,383,2795.95
CMP0010,2026-06-04,1501,81,2280.7
CMP0011,2026-01-13,1707,77,1369.62
CMP0005,2026-01-22,21025,212,1804.55
CMP0001,2026-06-01,1986,46,671.94
CMP0024,2026-03-03,7837,174,3060.55
CMP0031,2026-04-28,15332,218,1565.62
CMP0025,2025-12-29,23083,266,2290.47
CMP0030,2026-01-12,19205,186,1756.43
CMP0007,2026-01-12,7121,100,1122.37
CMP0013,2026-03-12,25178,299,2464.62
CMP0030,2026-03-20,12193,156,1516.02
CMP0003,2026-04-24,4522,30,2810.9
CMP0003,2026-04-04,3220,21,1871.21
CMP0011,2026-02-15,2055,69,1091.2
CMP0020,2026-01-06,1267,59,1324.44
CMP0030,2026-06-07,10466,112,1121.28
CMP0008,2026-04-12,29719,270,2021.12
CMP0016,2026-02-21,2051,87,1487.0
CMP0020,2025-12-23,1312,69,1421.76
CMP0017,2026-03-30,16643,278,3048.99
CMP0010,2026-04-06,1923,79,2150.17
CMP0033,2026-03-24,5320,86,1358.57
CMP0001,2026-08-15,1183,22,508.06
CMP0022,2026-08-18,5210,92,1248.55
CMP0004,2026-06-25,1070,50,1050.9
CMP0012,2026-01-29,1808,78,1186.97
CMP0024,2026-01-29,8412,178,3190.87
CMP0027,2026-04-22,4267,30,2185.15
CMP0009,2026-02-21,15195,186,1386.99
CMP0010,2026-05-19,2189,106,2445.55
CMP0030,2025-12-28,12608,145,1287.1
CMP0029,2026-05-05,8336,93,1077.86
CMP0011,2025-12-27,1667,60,978.83
CMP0030,2026-06-12,13424,151,1455.39
CMP0027,2025-12-19,5461,32,2267.0
CMP0029,2026-05-02,5331,73,684.65
CMP0024,2025-12-15,7958,146,2660.14
CMP0001,2026-06-18,2200,46,801.85
CMP0008,2026-03-20,33558,326,2513.15
CMP0019,2026-02-22,16355,212,1457.07
CMP0014,2026-04-18,10227,113,812.01
CMP0018,2026-05-01,9314,60,2638.21
CMP0015,2026-04-22,32878,456,3423.85
CMP0028,2026-04-13,1562,93,2610.91
CMP0027,2026-04-12,3736,23,1519.77
CMP0026,2026-04-14,2612,45,788.15
CMP0015,2026-05-20,27592,384,2787.08
CMP0017,2026-01-18,9399,215,2364.64
CMP0021,2026-07-20,5694,36,1334.42
CMP0006,2026-01-08,41894,388,3186.23
CMP0014,2026-06-20,9666,110,864.69
CMP0026,2026-05-01,2125,46,681.75
CMP0006,2026-03-31,50528,421,3200.58
CMP0021,2026-03-28,3925,27,1068.55
CMP0021,2026-04-01,3127,18,1500.11
CMP0008,2026-03-14,20889,217,1610.85
CMP0011,2026-03-08,1337,45,1025.89
CMP0004,2026-08-14,956,51,931.19
CMP0004,2026-07-15,831,36,839.3
CMP0003,2026-06-28,3730,19,2102.02
CMP0032,2026-03-19,5853,101,1630.01
CMP0021,2026-04-09,7153,35,1421.01
CMP0029,2026-04-23,10243,104,924.19
CMP0017,2026-04-28,12271,240,2919.73
CMP0032,2026-01-26,5126,101,1455.91
CMP0010,2026-06-18,1803,82,2018.19
CMP0031,2026-05-10,11796,169,1204.84
CMP0025,2026-01-21,18116,249,2160.0
CMP0028,2026-03-02,2388,132,3211.71
CMP0003,2026-03-27,4712,30,2752.11
CMP0002,2026-04-21,3399,115,2776.91
CMP0015,2026-03-10,32788,454,3079.76
CMP0021,2026-06-07,3366,24,1065.56
CMP0009,2026-02-03,23129,297,2081.66
CMP0031,2026-03-25,19140,194,1572.21
CMP0006,2026-02-01,30377,270,2162.5
CMP0019,2026-01-14,28664,340,2094.57
CMP0002,2026-05-04,3696,141,2997.1
CMP0021,2026-05-14,3593,25,1501.87
CMP0005,2026-04-04,13015,126,1107.99
CMP0012,2025-12-20,1302,61,840.94
CMP0022,2026-08-10,7361,113,1312.24
CMP0014,2026-04-27,14021,139,1174.72
CMP0021,2026-07-08,4210,4246,1276.43
CMP0030,2026-02-16,12555,171,1672.6
CMP0025,2025-12-09,24767,328,2436.8
CMP0016,2026-01-29,3171,135,1887.17
CMP0029,2026-03-15,7495,91,708.97
CMP0029,2026-04-04,7296,73,646.58
CMP0019,2025-12-15,26135,254,1940.98
CMP0014,2026-06-29,14517,162,1235.97
CMP0028,2026-01-29,2030,111,2585.97
CMP0012,2025-12-27,1669,63,919.0
CMP0008,2026-04-22,37031,305,2142.01
CMP0015,2026-06-07,30121,297,2515.07
CMP0029,2026-04-11,6304,70,672.46
CMP0018,2026-02-22,5241,30,1680.85
CMP0017,2026-03-07,11413,188,2193.16
CMP0033,2026-07-07,4401,86,1476.03
CMP0027,2026-04-08,8279,41,2503.85
CMP0007,2026-02-25,10598,112,1278.74
CMP0012,2026-03-11,2041,70,1074.06
CMP0025,2025-12-01,26518,301,2354.76
CMP0023,2026-01-13,1510,60,901.35
CMP0030,2025-12-27,7979,114,1194.11
CMP0020,2025-10-18,869,39,908.07
CMP0001,2026-04-23,3334,60,777.26
CMP0011,2026-03-18,2315,90,1380.3
CMP0031,2026-06-11,15287,147,1356.56
CMP0031,2026-03-21,12371,148,1259.2
CMP0009,2026-01-13,19745,270,1808.39
CMP0007,2026-01-01,12493,121,1215.15
CMP0021,2026-07-29,4660,30,1265.56
CMP0030,2025-12-14,8658,113,1236.46
CMP0030,2026-01-24,15177,147,1083.39
CMP0015,2026-06-04,38930,461,3135.68
CMP0028,2026-02-09,2608,126,3119.22
CMP0027,2026-05-05,5471,32,2132.43
CMP0021,2026-04-02,4418,24,1429.3
CMP0012,2025-11-11,1733,71,1084.91
CMP0015,2026-03-02,38720,462,3352.01
CMP0016,2026-01-02,2537,114,1736.99
CMP0013,2026-02-01,22250,245,2121.86
CMP0008,2026-02-06,39989,384,2636.58
CMP0018,2026-05-29,6350,40,2227.99
CMP0022,2026-06-29,9644,135,1400.99
CMP0009,2026-03-05,19702,276,1720.8
CMP0024,2025-12-18,7775,147,3310.66
CMP0030,2026-04-09,11304,155,1494.2
CMP0007,2026-03-02,9407,113,1097.3
CMP0002,2026-05-11,3669,140,3168.73
CMP0001,2026-07-02,3108,69,756.9
CMP0033,2026-03-28,4907,84,1143.35
CMP0001,2026-08-02,1013,24,484.06
CMP0019,2025-12-07,20304,244,1613.47
CMP0024,2026-02-04,7996,183,3106.96
CMP0003,2026-04-06,6750,38,2538.95
CMP0008,2026-04-17,45151,393,2513.3
CMP0027,2025-12-26,5998,32,2207.51
CMP0023,2025-12-31,881,30,706.74
CMP0001,2026-03-01,1044,25,523.45
CMP0031,2026-08-15,11110,125,980.14
CMP0005,2026-02-02,22795,216,1664.45
CMP0019,2025-12-04,26895,283,2132.24
CMP0025,2025-11-17,19632,250,2256.52
CMP0012,2025-11-09,1570,58,891.02
CMP0011,2026-04-26,1701,61,1120.35
CMP0033,2026-04-26,5301,92,1260.4
CMP0027,2026-03-19,4464,32,2227.96
CMP0025,2025-11-24,25871,298,2327.68
CMP0020,2025-11-20,1682,79,1470.46
CMP0024,2026-01-16,10596,196,3303.7
CMP0004,2026-07-04,614,27,780.39
CMP0001,2026-04-01,2282,39,652.66
CMP0031,2026-07-30,18138,216,1615.35
CMP0028,2026-03-14,1475,84,2052.24
CMP0026,2026-04-08,2261,50,683.1
CMP0029,2026-01-28,7209,86,867.72
CMP0023,2026-01-12,959,34,772.2
CMP0029,2026-05-26,8105,104,1089.23
CMP0011,2026-05-21,1611,65,1231.49
CMP0027,2025-12-04,4944,32,2019.71
CMP0005,2026-07-08,20800,227,1834.35
CMP0029,2026-06-16,8968,99,897.65
CMP0012,2025-11-20,1733,74,1284.61
CMP0012,2026-02-22,1179,54,821.63
CMP0014,2026-03-12,13230,141,1269.06
CMP0021,2026-06-24,5780,33,1386.33
CMP0008,2026-05-05,34937,326,2469.34
CMP0012,2026-03-15,2086,72,800.16
CMP0024,2026-02-15,5375,116,2420.7
CMP0014,2026-02-10,13006,106,1076.71
CMP0018,2026-06-27,8107,39,1649.97
CMP0012,2026-03-05,1622,70,1074.31
CMP0005,2026-06-17,15645,173,1566.24
CMP0031,2026-07-07,21837,212,1661.69
CMP0030,2026-04-24,15075,171,1698.63
CMP0003,2026-06-13,4369,30,2258.28
CMP0004,2026-07-02,1014,47,878.59
CMP0010,2026-04-26,1045,62,1721.59
CMP0014,2026-04-20,19625,156,1277.06
CMP0033,2026-05-22,4246,97,1519.29
CMP0006,2026-03-28,38366,361,2643.29
CMP0018,2026-04-26,5599,40,1793.24
CMP0028,2026-01-25,2106,105,2420.6
CMP0020,2025-10-26,928,38,1107.15
CMP0027,2026-02-17,7487,37,2351.73
CMP0009,2026-02-16,23586,309,1986.26
CMP0029,2026-04-03,7910,111,1101.12
CMP0012,2026-02-01,1052,34,816.25
CMP0020,2025-10-04,1172,54,996.88
CMP0011,2026-04-23,1439,61,1398.47
CMP0004,2026-08-11,971,48,965.15
CMP0012,2025-12-07,1804,63,894.03
CMP0015,2026-04-08,40657,404,3150.73
CMP0027,2026-04-27,8430,43,2296.81
CMP0022,2026-06-20,6086,83,847.2
CMP0008,2026-04-14,40119,353,2497.32
CMP0008,2026-04-20,39565,312,2198.57
CMP0026,2026-03-14,1452,33,495.04
CMP0005,2026-01-16,22318,209,1808.56
CMP0003,2026-03-22,4993,34,2039.49
CMP0018,2026-05-18,11280,57,2810.73
CMP0022,2026-05-10,5447,94,1020.82
CMP0003,2026-07-18,4892,28,2206.11
CMP0026,2026-06-10,2169,38,728.42
CMP0005,2026-03-05,22256,187,1523.32
CMP0029,2026-02-22,6793,71,652.36
CMP0021,2026-04-14,3429,24,1356.4
CMP0032,2026-03-09,3730,83,1584.44
CMP0009,2025-12-16,21552,279,1964.43
CMP0020,2025-12-16,1177,57,1282.39
CMP0024,2025-12-03,6962,151,3147.88
CMP0022,2026-07-03,8976,117,1222.48
CMP0011,2026-01-26,1890,73,1416.14
CMP0025,2025-12-24,26454,324,2556.39
CMP0028,2026-07-14,1979,95,2608.98
CMP0011,2026-02-12,2066,77,1526.81
CMP0027,2026-05-02,5855,34,1874.78
CMP0020,2025-12-09,1427,64,1184.95
CMP0014,2026-02-01,13868,125,905.47
CMP0013,2026-01-17,20574,249,2004.31
CMP0024,2025-12-16,7288,166,3015.52
CMP0001,2026-06-22,1629,38,808.88
CMP0023,2025-11-28,844,40,736.99
CMP0001,2026-03-07,1379,29,542.73
CMP0001,2026-05-28,2875,58,786.68
CMP0021,2026-07-19,5536,27,978.88
CMP0021,2026-07-06,4085,27,1193.01
CMP0002,2026-05-17,2479,103,2136.93
CMP0015,2026-04-04,25310,287,2399.55
CMP0027,2026-02-10,7918,40,2119.58
CMP0026,2026-03-08,1708,36,526.44
CMP0033,2026-06-13,4516,75,1096.15
CMP0033,2026-07-01,6529,135,1664.96
CMP0011,2026-02-04,1772,82,1499.55
CMP0008,2026-07-19,21807,247,1875.93
CMP0011,2026-02-20,1307,60,1264.97
CMP0003,2026-07-30,7854,48,2793.31
CMP0021,2026-08-10,3976,21,1336.0
CMP0021,2026-06-17,6252,32,1372.26
CMP0030,2026-06-13,12431,136,1326.92
CMP0014,2026-05-02,8902,96,857.96
CMP0017,2026-03-08,8456,173,2063.85
CMP0011,2026-04-27,1700,68,1482.1
CMP0032,2026-01-19,5492,91,1741.97
CMP0012,2026-01-07,2050,81,1270.79
CMP0003,2026-04-08,8549,48,3094.99
CMP0002,2026-04-24,2911,124,3297.35
CMP0023,2026-01-11,853,40,651.11
CMP0027,2026-03-14,3904,23,1676.59
CMP0008,2026-03-26,29603,335,2408.42
CMP0001,2026-08-11,1726,39,726.48
CMP0032,2026-03-14,4202,71,1212.42
CMP0029,2026-02-01,4960,71,801.89
CMP0017,2026-01-24,10430,171,2142.78
CMP0004,2026-08-22,545,30,760.66
CMP0030,2025-12-23,12082,169,1749.86
CMP0020,2025-10-19,953,52,1029.08
CMP0028,2025-12-27,1118,66,2144.29
CMP0032,2025-11-22,3966,75,1187.87
CMP0011,2026-03-09,1735,67,1410.53
CMP0014,2026-01-17,9812,108,870.42
CMP0004,2026-06-21,634,33,690.31
CMP0009,2026-01-11,17295,200,1438.71
CMP0010,2026-05-17,1436,60,1551.69
CMP0031,2026-08-25,16152,179,1378.79
CMP0013,2026-02-12,25646,336,2784.67
CMP0016,2025-12-22,3938,141,1858.66
CMP0025,2026-02-09,24882,343,2524.14
CMP0024,2026-02-14,6926,129,2444.79
CMP0031,2026-08-09,9161,9200,1021.52
CMP0005,2026-07-09,26479,213,1703.76
CMP0017,2026-05-14,14999,296,3031.03
CMP0017,2026-02-03,15056,310,3217.3
CMP0003,2026-08-10,8747,52,3014.19
CMP0005,2026-04-27,18168,208,1850.74
CMP0030,2026-03-31,14804,179,1674.6
CMP0005,2026-03-23,24980,227,1707.81
CMP0015,2026-06-03,45394,451,3365.79
CMP0018,2026-03-05,9508,53,2233.86
CMP0022,2026-05-27,8887,121,1314.19
CMP0011,2026-03-15,1233,46,1011.47
CMP0026,2026-07-27,2851,58,771.6
CMP0026,2026-06-23,2152,43,683.25
CMP0001,2026-02-15,1746,40,556.51
CMP0004,2026-06-15,1286,55,1057.84
CMP0012,2026-01-28,2264,88,1258.93
CMP0033,2026-07-13,6203,114,1655.65
CMP0012,2026-01-12,1475,64,1069.22
CMP0018,2026-02-10,9368,49,2249.93
CMP0024,2026-03-05,5390,126,2985.82
CMP0015,2026-04-19,20071,255,2116.96
CMP0016,2026-02-05,3891,142,2045.61
CMP0031,2026-08-02,10609,115,975.85
CMP0018,2026-06-11,9051,55,2429.3
CMP0019,2026-01-03,15121,193,1525.37
CMP0028,2026-01-08,1568,90,2567.62
CMP0029,2026-03-05,6917,97,1022.7
CMP0027,2026-03-05,6605,33,2468.63
CMP0026,2026-07-08,1835,40,679.36
CMP0030,2026-04-30,13131,187,1591.13
CMP0031,2026-06-25,16889,180,1331.62
CMP0012,2026-03-23,2663,92,1126.83
CMP0021,2026-03-30,5208,29,1368.39
CMP0029,2026-04-05,7898,79,774.38
CMP0001,2026-07-11,2029,45,597.3
CMP0020,2025-11-11,1306,72,1315.97
CMP0021,2026-06-06,2030,12,980.56
CMP0032,2025-12-31,3991,85,1718.86
CMP0022,2026-07-31,6933,98,1170.64
CMP0031,2026-05-20,18444,204,1630.16
CMP0018,2026-04-08,10733,66,2764.13
CMP0033,2026-07-17,4105,91,1550.95
CMP0024,2025-12-28,6323,108,2068.98
CMP0001,2026-08-13,2087,39,711.52
CMP0021,2026-06-01,6858,33,1282.51
CMP0017,2026-04-14,11288,232,2749.07
CMP0020,2025-10-31,1180,54,1302.6
CMP0009,2026-01-06,21149,256,1967.52
CMP0010,2026-05-21,1972,87,2124.58
CMP0031,2026-03-13,15134,206,1491.8
CMP0012,2026-02-15,1724,59,843.01
CMP0002,2026-05-03,2219,104,2099.83
CMP0030,2026-05-18,16757,172,1718.86
CMP0023,2026-04-04,921,41,583.41
CMP0013,2026-01-21,25694,344,3022.92
CMP0017,2026-05-28,18309,309,3275.32
CMP0024,2026-03-30,6759,157,2892.71
CMP0001,2026-05-03,1451,28,571.79
CMP0011,2026-02-28,1318,57,1073.02
CMP0028,2026-07-16,2240,109,3016.41
CMP0033,2026-07-12,3004,63,1000.36
CMP0008,2026-06-08,37931,345,2584.98
CMP0029,2026-05-28,8860,108,891.46
CMP0022,2026-04-11,4632,67,945.3
